timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-04-18,198.0700,198.3300,197.1000,198.1000,198.1000,1322938,0.0000,1.0000
2019-04-17,198.1400,198.6600,197.1200,197.7500,197.7500,1090976,0.0000,1.0000
2019-04-16,194.5300,197.3300,193.9100,197.1000,197.1000,1156769,0.0000,1.0000
2019-04-15,193.3000,194.1200,192.2800,193.9300,193.9300,1209402,0.0000,1.0000
2019-04-12,194.4400,195.3600,193.7400,194.1600,194.1600,1349156,0.0000,1.0000
2019-04-11,192.4900,193.9500,191.4800,193.5500,193.5500,765754,0.0000,1.0000
2019-04-10,192.8800,193.1900,192.1450,193.0400,193.0400,594271,0.0000,1.0000
2019-04-09,191.9300,192.9200,191.0900,192.2800,192.2800,600109,0.0000,1.0000
2019-04-08,193.5500,194.3000,192.1850,193.0300,193.0300,844068,0.0000,1.0000
2019-04-05,192.2500,193.6000,191.6200,193.1900,193.1900,769152,0.0000,1.0000
2019-04-04,192.1900,192.8700,190.4200,191.7700,191.7700,852215,0.0000,1.0000
2019-04-03,191.8600,192.9400,190.3300,191.7200,191.7200,1080814,0.0000,1.0000
2019-04-02,191.3000,191.7000,189.1500,190.4800,190.4800,1198651,0.0000,1.0000
2019-04-01,192.1500,192.9200,190.3900,191.4900,191.4900,1134748,0.0000,1.0000
2019-03-29,189.0800,191.1600,188.9400,190.9600,190.9600,1551106,1.1600,1.0000
2019-03-28,188.7200,190.2100,187.8100,190.1700,189.0218,1066366,0.0000,1.0000
2019-03-27,187.4000,188.1700,186.2300,187.6500,186.5170,1168446,0.0000,1.0000
2019-03-26,187.0300,187.2199,185.9900,187.1600,186.0299,948569,0.0000,1.0000
2019-03-25,186.3500,187.0000,185.7259,185.9200,184.7974,1178528,0.0000,1.0000
2019-03-22,186.0300,187.5800,185.9800,186.3000,185.1751,1573546,0.0000,1.0000
2019-03-21,184.2100,187.4750,184.2100,187.1900,186.0598,691820,0.0000,1.0000
2019-03-20,184.9700,185.4800,183.6800,184.6500,183.5351,944850,0.0000,1.0000
2019-03-19,186.4400,186.7500,184.0200,184.9000,183.7836,850762,0.0000,1.0000
2019-03-18,185.0200,185.7100,183.8100,185.3700,184.2508,871802,0.0000,1.0000
2019-03-15,185.1900,186.7900,184.2300,184.8500,183.7339,1558186,0.0000,1.0000
2019-03-14,184.5000,185.6500,183.6600,185.2100,184.0917,1012272,0.0000,1.0000
2019-03-13,184.5800,186.2600,184.5800,185.1000,183.9824,843462,0.0000,1.0000
2019-03-12,184.4200,185.4500,183.9300,184.0500,182.9387,820099,0.0000,1.0000
2019-03-11,182.2100,184.0700,181.2462,183.9500,182.8393,884191,0.0000,1.0000
2019-03-08,179.1900,181.5400,178.4500,181.3600,180.2650,923936,0.0000,1.0000
2019-03-07,180.4500,180.6900,178.3100,179.6500,178.5653,1059817,0.0000,1.0000
2019-03-06,180.6800,181.0000,179.2950,180.3000,179.2114,802353,0.0000,1.0000
2019-03-05,179.8700,181.0000,179.1800,179.2100,178.1279,796755,0.0000,1.0000
2019-03-04,181.1300,181.1300,178.0000,180.7000,179.6090,1018805,0.0000,1.0000
2019-03-01,182.4600,183.5100,179.1800,180.1000,179.0126,1362831,0.0000,1.0000
2019-02-28,181.3000,181.8500,180.1800,181.1800,180.0861,1324221,0.0000,1.0000
2019-02-27,181.1800,182.0700,180.4300,181.6000,180.5035,673764,0.0000,1.0000
2019-02-26,181.1200,182.1500,180.6400,181.4500,180.3544,821231,0.0000,1.0000
2019-02-25,180.4900,182.2500,179.9100,181.1700,180.0761,1145647,0.0000,1.0000
2019-02-22,179.8200,180.7200,179.2400,180.1200,179.0325,1401407,0.0000,1.0000
2019-02-21,177.5300,178.8200,177.5300,178.6700,177.5912,1243737,0.0000,1.0000
2019-02-20,175.3000,178.5800,174.6200,177.6400,176.5674,1789109,0.0000,1.0000
2019-02-19,173.2800,175.9400,173.0000,175.1100,174.0527,1074614,0.0000,1.0000
2019-02-15,173.4600,174.3400,172.9900,174.0800,173.0289,1326703,0.0000,1.0000
2019-02-14,170.9200,172.1200,169.8900,171.6200,170.5838,882542,0.0000,1.0000
2019-02-13,172.0000,173.4000,171.4400,171.9700,170.9317,1095187,0.0000,1.0000
2019-02-12,169.2600,171.4700,168.6200,171.3200,170.2856,1462425,0.0000,1.0000
2019-02-11,166.2400,167.6900,165.8500,167.5400,166.5284,1206539,0.0000,1.0000
2019-02-08,165.1600,165.9000,163.5300,165.9000,164.8983,855424,0.0000,1.0000
2019-02-07,169.6000,169.8400,164.9900,166.2200,165.2164,1157405,0.0000,1.0000
2019-02-06,168.0100,169.9300,167.0000,169.9100,168.8841,1533464,0.0000,1.0000
2019-02-05,167.5300,168.1600,166.6750,167.9200,166.9061,1140460,0.0000,1.0000
2019-02-04,165.7500,166.8900,164.9700,166.8800,165.8724,754577,0.0000,1.0000
2019-02-01,165.0000,166.8600,163.8100,165.8900,164.8884,1102088,0.0000,1.0000
2019-01-31,161.7700,165.5200,161.0600,164.3900,163.3974,1305638,0.0000,1.0000
2019-01-30,163.7300,165.0000,161.9700,163.9800,162.9899,1037836,0.0000,1.0000
2019-01-29,160.4200,163.4200,160.4200,163.2400,162.2544,1354551,0.0000,1.0000
2019-01-28,160.6700,161.0900,158.7300,159.8900,158.9246,1364445,0.0000,1.0000
2019-01-25,160.0000,161.9000,158.0000,160.9100,159.9384,2059950,0.0000,1.0000
2019-01-24,155.4700,156.8100,154.7800,156.5000,155.5551,1007753,0.0000,1.0000
2019-01-23,157.7300,158.4000,155.0400,156.1500,155.2072,1358754,0.0000,1.0000
2019-01-22,157.8700,158.4900,156.8100,157.7100,156.7578,982878,0.0000,1.0000
2019-01-18,157.0100,159.3500,156.2600,158.6200,157.6623,1447326,0.0000,1.0000
2019-01-17,154.1900,156.0000,154.1000,155.9800,155.0382,1899102,0.0000,1.0000
2019-01-16,155.0700,155.7800,154.0000,154.6200,153.6864,1151602,0.0000,1.0000
2019-01-15,154.3700,155.4000,153.6300,155.0800,154.1436,845671,0.0000,1.0000
2019-01-14,155.7600,156.3100,154.1500,155.1200,154.1834,1047942,0.0000,1.0000
